acoustic_scene_label,audio_fileNames,feat_ablation_preds,scene_events,feat_ablation_events
bus,../audioData/sythenticSoundscenes/test/bus10_downshift_6.wav,"['tubestation', 'park', 'office', 'tube', 'bus', 'bus', 'bus', 'bus', 'park', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus']","['Speech', 'Telephone bell ringing', 'Music', 'Telephone', 'Alarm clock', 'Ringtone', 'Inside, small room', 'Television']","[['Speech', 'Telephone bell ringing', 'Music', 'Telephone', 'Alarm clock', 'Ringtone', 'Television', 'Inside, small room'], ['Speech', 'Telephone bell ringing', 'Music', 'Telephone', 'Ringtone', 'Alarm clock', 'Inside, small room'], ['Speech', 'Music', 'Telephone bell ringing', 'Telephone', 'Alarm clock', 'Ringtone', 'Train', 'Vehicle', 'Inside, small room', 'Television', 'Rail transport'], ['Speech', 'Music', 'Telephone bell ringing', 'Telephone', 'Alarm clock', 'Television', 'Inside, small room', 'Ringtone']]"
bus,../audioData/sythenticSoundscenes/test/bus10_downshift_5.wav,"['tubestation', 'park', 'office', 'tube', 'tube', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus']","['Speech', 'Music', 'Telephone bell ringing', 'Cough', 'Throat clearing', 'Inside, small room', 'Telephone']","[['Speech', 'Cough', 'Music', 'Telephone bell ringing', 'Throat clearing', 'Inside, small room', 'Cash register', 'Animal', 'Telephone'], ['Speech', 'Music', 'Telephone bell ringing', 'Cough', 'Inside, small room'], ['Speech', 'Cough', 'Music', 'Throat clearing'], ['Speech', 'Music', 'Cough', 'Inside, small room', 'Telephone bell ringing', 'Throat clearing', 'Coin (dropping)']]"
bus,../audioData/sythenticSoundscenes/test/bus1_downshift_7.wav,"['tubestation', 'busystreet', 'office', 'bus', 'bus', 'tube', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus']","['Music', 'Chicken, rooster', 'Cough', 'Speech', 'Fowl', 'Bird', 'Cluck', 'Animal', 'Crowing, cock-a-doodle-doo', 'Domestic animals, pets', 'Livestock, farm animals, working animals', 'Throat clearing']","[['Music', 'Speech', 'Chicken, rooster', 'Animal', 'Cough', 'Domestic animals, pets', 'Fowl', 'Bird', 'Inside, small room', 'Cluck'], ['Music', 'Chicken, rooster', 'Speech', 'Fowl', 'Cough', 'Animal', 'Cluck', 'Bird', 'Crowing, cock-a-doodle-doo', 'Domestic animals, pets', 'Bicycle bell', 'Dog'], ['Music', 'Cough', 'Speech', 'Animal', 'Vehicle', 'Laughter'], ['Music', 'Cough', 'Speech', 'Bicycle bell', 'Throat clearing']]"
bus,../audioData/sythenticSoundscenes/test/bus3_upshift_1.wav,"['tubestation', 'tube', 'tube', 'tube', 'tube', 'tube', 'tube', 'bus', 'bus', 'tube', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus']","['Speech', 'Music', 'Cough', 'Police car (siren)', 'Siren', 'Emergency vehicle', 'Ambulance (siren)', 'Car alarm', 'Child speech, kid speaking', 'Ringtone', 'Alarm', 'Inside, small room', 'Throat clearing']","[['Speech', 'Music', 'Cough', 'Police car (siren)', 'Siren', 'Emergency vehicle', 'Child speech, kid speaking', 'Ambulance (siren)', 'Car alarm', 'Alarm', 'Ringtone', 'Inside, small room'], ['Speech', 'Police car (siren)', 'Siren', 'Car alarm', 'Emergency vehicle', 'Music', 'Ambulance (siren)', 'Alarm', 'Cough', 'Ringtone'], ['Speech', 'Music', 'Police car (siren)', 'Siren', 'Ambulance (siren)', 'Emergency vehicle', 'Cough', 'Car alarm', 'Child speech, kid speaking', 'Ringtone', 'Inside, small room', 'Throat clearing'], ['Speech', 'Music', 'Cough', 'Police car (siren)', 'Siren', 'Child speech, kid speaking', 'Ambulance (siren)', 'Emergency vehicle', 'Car alarm', 'Alarm', 'Inside, small room', 'Ringtone', 'Throat clearing']]"
bus,../audioData/sythenticSoundscenes/test/bus3_upshift_9.wav,"['tubestation', 'tubestation', 'tube', 'tube', 'tube', 'tube', 'tube', 'bus', 'tube', 'tube', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus']","['Speech', 'Car alarm', 'Music', 'Police car (siren)', 'Emergency vehicle', 'Siren', 'Ambulance (siren)', 'Child speech, kid speaking', 'Boing', 'Inside, small room', 'Children playing', 'Alarm']","[['Speech', 'Car alarm', 'Child speech, kid speaking', 'Emergency vehicle', 'Police car (siren)', 'Siren', 'Ambulance (siren)', 'Music', 'Cough', 'Children playing', 'Inside, small room', 'Boing'], ['Car alarm', 'Speech', 'Police car (siren)', 'Siren', 'Emergency vehicle', 'Ambulance (siren)', 'Music', 'Boing', 'Child speech, kid speaking'], ['Speech', 'Car alarm', 'Police car (siren)', 'Siren', 'Ambulance (siren)', 'Emergency vehicle', 'Music', 'Child speech, kid speaking', 'Inside, small room', 'Boing'], ['Speech', 'Car alarm', 'Music', 'Police car (siren)', 'Child speech, kid speaking', 'Emergency vehicle', 'Siren', 'Ambulance (siren)', 'Cough', 'Inside, small room', 'Alarm']]"
bus,../audioData/sythenticSoundscenes/test/bus8_downshift_8.wav,"['tubestation', 'park', 'office', 'bus', 'bus', 'tube', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus']","['Speech', 'Music', 'Cough', 'Throat clearing', 'Chicken, rooster', 'Bird', 'Inside, small room', 'Fowl']","[['Speech', 'Music', 'Cough', 'Throat clearing', 'Television', 'Inside, small room', 'Hiccup'], ['Speech', 'Music', 'Cough', 'Throat clearing'], ['Speech', 'Music', 'Cough', 'Throat clearing', 'Inside, small room'], ['Speech', 'Music', 'Cough', 'Throat clearing', 'Inside, small room']]"
bus,../audioData/sythenticSoundscenes/test/bus10_downshift_3.wav,"['tubestation', 'park', 'office', 'tube', 'bus', 'bus', 'bus', 'bus', 'park', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus']","['Speech', 'Telephone bell ringing', 'Telephone', 'Music', 'Alarm clock', 'Ringtone', 'Inside, small room', 'Doorbell', 'Television']","[['Speech', 'Telephone bell ringing', 'Telephone', 'Music', 'Television', 'Cash register', 'Ringtone', 'Doorbell', 'Inside, small room'], ['Telephone bell ringing', 'Speech', 'Telephone', 'Ringtone', 'Music', 'Train', 'Alarm clock', 'Rail transport', 'Vehicle'], ['Speech', 'Telephone bell ringing', 'Telephone', 'Train', 'Music', 'Rail transport', 'Vehicle', 'Railroad car, train wagon', 'Ringtone', 'Alarm clock'], ['Speech', 'Telephone bell ringing', 'Telephone', 'Music', 'Train', 'Ringtone', 'Alarm clock', 'Inside, small room', 'Rail transport']]"
bus,../audioData/sythenticSoundscenes/test/bus9_downshift_7.wav,"['tubestation', 'tubestation', 'busystreet', 'busystreet', 'tube', 'bus', 'bus', 'bus', 'park', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus']","['Telephone bell ringing', 'Speech', 'Telephone', 'Alarm clock', 'Cough', 'Inside, small room', 'Ringtone', 'Music']","[['Telephone bell ringing', 'Speech', 'Telephone', 'Cough', 'Ringtone', 'Inside, small room', 'Alarm clock', 'Music', 'Throat clearing'], ['Telephone bell ringing', 'Speech', 'Alarm clock', 'Telephone', 'Cough', 'Inside, small room', 'Ringtone', 'Music', 'Throat clearing'], ['Speech', 'Telephone bell ringing', 'Alarm clock', 'Cough', 'Telephone', 'Music', 'Inside, small room', 'Train', 'Throat clearing', 'Rail transport', 'Vehicle'], ['Telephone bell ringing', 'Speech', 'Telephone', 'Cough', 'Alarm clock', 'Music', 'Inside, small room', 'Throat clearing', 'Ringtone']]"
bus,../audioData/sythenticSoundscenes/test/bus3_downshift_1.wav,"['tubestation', 'tube', 'tube', 'tube', 'bus', 'tube', 'tube', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus']","['Speech', 'Music', 'Cough', 'Throat clearing', 'Telephone bell ringing', 'Police car (siren)', 'Emergency vehicle', 'Siren', 'Alarm clock', 'Alarm', 'Ringtone', 'Ambulance (siren)', 'Inside, small room']","[['Speech', 'Cough', 'Music', 'Throat clearing', 'Siren', 'Emergency vehicle', 'Police car (siren)', 'Telephone bell ringing', 'Alarm clock', 'Ambulance (siren)', 'Alarm', 'Ringtone', 'Inside, small room'], ['Speech', 'Music', 'Cough', 'Police car (siren)', 'Throat clearing', 'Emergency vehicle', 'Telephone bell ringing', 'Siren', 'Alarm clock', 'Alarm', 'Ambulance (siren)', 'Ringtone'], ['Speech', 'Music', 'Cough', 'Police car (siren)', 'Throat clearing', 'Emergency vehicle', 'Siren', 'Telephone bell ringing', 'Vehicle', 'Ambulance (siren)', 'Alarm clock', 'Alarm'], ['Speech', 'Music', 'Cough', 'Throat clearing', 'Telephone bell ringing', 'Alarm clock', 'Ringtone']]"
bus,../audioData/sythenticSoundscenes/test/bus7_4.wav,"['tubestation', 'bus', 'office', 'bus', 'bus', 'bus', 'tube', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus']","['Speech', 'Telephone bell ringing', 'Telephone', 'Music', 'Inside, small room', 'Ringtone', 'Vehicle']","[['Speech', 'Telephone bell ringing', 'Telephone', 'Inside, small room', 'Music', 'Ringtone'], ['Speech', 'Telephone bell ringing', 'Telephone', 'Vehicle', 'Ringtone', 'Inside, small room'], ['Speech', 'Telephone bell ringing', 'Telephone', 'Vehicle', 'Ringtone', 'Music', 'Car'], ['Speech', 'Telephone bell ringing', 'Telephone', 'Vehicle', 'Music', 'Ringtone', 'Inside, small room']]"
bus,../audioData/sythenticSoundscenes/test/bus3_upshift_2.wav,"['tubestation', 'bus', 'tube', 'tube', 'tube', 'tube', 'tube', 'bus', 'tube', 'tube', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus']","['Speech', 'Car alarm', 'Emergency vehicle', 'Police car (siren)', 'Siren', 'Ambulance (siren)', 'Music', 'Alarm']","[['Speech', 'Car alarm', 'Emergency vehicle', 'Ambulance (siren)', 'Police car (siren)', 'Siren', 'Child speech, kid speaking', 'Music', 'Children playing'], ['Car alarm', 'Police car (siren)', 'Siren', 'Emergency vehicle', 'Speech', 'Ambulance (siren)', 'Music'], ['Car alarm', 'Speech', 'Emergency vehicle', 'Siren', 'Ambulance (siren)', 'Police car (siren)', 'Music', 'Child speech, kid speaking', 'Children playing'], ['Car alarm', 'Speech', 'Emergency vehicle', 'Police car (siren)', 'Siren', 'Music', 'Ambulance (siren)', 'Alarm', 'Inside, small room']]"
bus,../audioData/sythenticSoundscenes/test/bus7_downshift_9.wav,"['tubestation', 'park', 'office', 'bus', 'bus', 'tube', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus']","['Speech', 'Telephone bell ringing', 'Music', 'Telephone', 'Alarm clock', 'Bicycle bell', 'Doorbell', 'Inside, small room', 'Snicker', 'Laughter']","[['Speech', 'Telephone bell ringing', 'Telephone', 'Music', 'Snicker', 'Fart', 'Laughter', 'Inside, small room', 'Doorbell', 'Alarm clock', 'Chuckle, chortle', 'Cash register', 'Giggle'], ['Speech', 'Telephone bell ringing', 'Telephone', 'Music', 'Bicycle bell', 'Alarm clock', 'Doorbell', 'Inside, small room'], ['Speech', 'Music', 'Telephone bell ringing', 'Bicycle bell', 'Vehicle', 'Giggle', 'Cough', 'Telephone', 'Laughter', 'Inside, small room', 'Alarm clock'], ['Speech', 'Telephone bell ringing', 'Telephone', 'Music', 'Alarm clock', 'Inside, small room', 'Snicker', 'Bicycle bell', 'Laughter']]"
bus,../audioData/sythenticSoundscenes/test/bus4_upshift_2.wav,"['tubestation', 'bus', 'bus', 'office', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus']","['Speech', 'Music', 'Children playing', 'Inside, small room']","[['Speech', 'Music', 'Children playing', 'Child speech, kid speaking', 'Inside, small room'], ['Speech', 'Music'], ['Speech', 'Music', 'Children playing', 'Inside, small room', 'Child speech, kid speaking'], ['Speech', 'Music', 'Inside, small room']]"
bus,../audioData/sythenticSoundscenes/test/bus10_3.wav,"['tubestation', 'tube', 'busystreet', 'park', 'tube', 'tube', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus']","['Speech', 'Telephone bell ringing', 'Telephone', 'Music', 'Vehicle', 'Inside, small room', 'Ringtone']","[['Speech', 'Telephone bell ringing', 'Telephone', 'Inside, small room', 'Music', 'Ringtone'], ['Speech', 'Telephone bell ringing', 'Telephone', 'Vehicle', 'Music', 'Inside, small room', 'Ringtone', 'Outside, urban or manmade'], ['Speech', 'Telephone bell ringing', 'Telephone', 'Vehicle', 'Bicycle bell', 'Music', 'Car', 'Outside, urban or manmade'], ['Speech', 'Telephone bell ringing', 'Telephone', 'Vehicle', 'Music', 'Inside, small room', 'Car', 'Ringtone']]"
bus,../audioData/sythenticSoundscenes/test/bus2_upshift_1.wav,"['tubestation', 'bus', 'bus', 'busystreet', 'busystreet', 'bus', 'tube', 'tube', 'tube', 'supermarket', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus']","['Speech', 'Music']","[['Speech', 'Music', 'Inside, small room', 'Throat clearing'], ['Speech', 'Fly, housefly', 'Insect', 'Mosquito', 'Bee, wasp, etc.', 'Music'], ['Speech', 'Music', 'Vehicle', 'Fly, housefly', 'Insect', 'Mosquito'], ['Speech', 'Music', 'Vehicle', 'Inside, small room']]"
bus,../audioData/sythenticSoundscenes/test/bus5_upshift_4.wav,"['tubestation', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus']","['Speech', 'Telephone bell ringing', 'Music', 'Ringtone', 'Telephone', 'Children playing', 'Outside, urban or manmade', 'Child speech, kid speaking', 'Inside, small room', 'Vehicle', 'Hubbub, speech noise, speech babble']","[['Speech', 'Telephone bell ringing', 'Music', 'Ringtone', 'Telephone', 'Children playing', 'Inside, small room', 'Child speech, kid speaking', 'Chatter', 'Laughter', 'Baby cry, infant cry'], ['Speech', 'Telephone bell ringing', 'Music', 'Ringtone', 'Telephone', 'Inside, small room', 'Child speech, kid speaking', 'Children playing', 'Outside, urban or manmade'], ['Speech', 'Telephone bell ringing', 'Music', 'Ringtone', 'Telephone', 'Inside, small room', 'Child speech, kid speaking'], ['Speech', 'Telephone bell ringing', 'Music', 'Ringtone', 'Telephone', 'Child speech, kid speaking', 'Inside, small room', 'Children playing', 'Vehicle', 'Outside, urban or manmade']]"
bus,../audioData/sythenticSoundscenes/test/bus2_downshift_9.wav,"['tubestation', 'busystreet', 'office', 'bus', 'bus', 'tube', 'bus', 'bus', 'tube', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus']","['Speech', 'Cough', 'Chicken, rooster', 'Telephone bell ringing', 'Music', 'Bird', 'Telephone', 'Fowl', 'Animal', 'Cluck', 'Inside, small room', 'Alarm clock', 'Throat clearing', 'Crowing, cock-a-doodle-doo']","[['Speech', 'Cough', 'Telephone bell ringing', 'Music', 'Telephone', 'Chicken, rooster', 'Inside, small room', 'Throat clearing', 'Alarm clock', 'Animal', 'Bird'], ['Speech', 'Telephone bell ringing', 'Cough', 'Chicken, rooster', 'Alarm clock', 'Fowl', 'Telephone', 'Music', 'Bird', 'Animal', 'Throat clearing'], ['Speech', 'Cough', 'Music', 'Telephone bell ringing', 'Inside, small room', 'Laughter', 'Animal', 'Telephone'], ['Speech', 'Cough', 'Telephone bell ringing', 'Music', 'Telephone', 'Inside, small room', 'Animal', 'Throat clearing', 'Alarm clock']]"
bus,../audioData/sythenticSoundscenes/test/bus3_upshift_0.wav,"['tubestation', 'bus', 'bus', 'bus', 'bus', 'bus', 'tube', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus']","['Speech', 'Car alarm', 'Music', 'Police car (siren)', 'Emergency vehicle', 'Siren', 'Ambulance (siren)', 'Alarm', 'Cough', 'Child speech, kid speaking', 'Boing']","[['Speech', 'Emergency vehicle', 'Police car (siren)', 'Music', 'Ambulance (siren)', 'Siren', 'Car alarm', 'Cough', 'Child speech, kid speaking', 'Alarm', 'Laughter', 'Boing'], ['Police car (siren)', 'Car alarm', 'Speech', 'Siren', 'Emergency vehicle', 'Ambulance (siren)', 'Music', 'Boing', 'Alarm'], ['Car alarm', 'Police car (siren)', 'Speech', 'Ambulance (siren)', 'Siren', 'Emergency vehicle', 'Music', 'Child speech, kid speaking', 'Alarm', 'Cough'], ['Speech', 'Music', 'Car alarm', 'Police car (siren)', 'Emergency vehicle', 'Ambulance (siren)', 'Siren', 'Cough', 'Alarm', 'Child speech, kid speaking', 'Laughter']]"
bus,../audioData/sythenticSoundscenes/test/bus5_upshift_2.wav,"['restaurant', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus']","['Speech', 'Telephone bell ringing', 'Music', 'Ringtone', 'Telephone', 'Inside, small room', 'Child speech, kid speaking']","[['Speech', 'Telephone bell ringing', 'Music', 'Telephone', 'Ringtone', 'Inside, small room', 'Child speech, kid speaking', 'Laughter', 'Giggle', 'Children playing', 'Snicker', 'Baby cry, infant cry'], ['Speech', 'Telephone bell ringing', 'Music', 'Ringtone', 'Telephone', 'Inside, small room'], ['Speech', 'Telephone bell ringing', 'Music', 'Telephone', 'Ringtone', 'Child speech, kid speaking', 'Inside, small room'], ['Speech', 'Telephone bell ringing', 'Music', 'Telephone', 'Ringtone', 'Child speech, kid speaking', 'Inside, small room']]"
bus,../audioData/sythenticSoundscenes/test/bus6_downshift_4.wav,"['tubestation', 'bus', 'park', 'bus', 'bus', 'bus', 'tube', 'tube', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus']","['Speech', 'Inside, small room', 'Music', 'Television', 'Dishes, pots, and pans']","[['Speech', 'Inside, small room', 'Television', 'Music', 'Animal', 'Domestic animals, pets', 'Mouse', 'Dishes, pots, and pans'], ['Speech', 'Animal', 'Inside, small room'], ['Speech', 'Inside, small room', 'Train', 'Music', 'Vehicle', 'Rail transport', 'Animal'], ['Speech', 'Inside, small room', 'Music', 'Writing', 'Patter']]"
