acoustic_scene_label,audio_fileNames,feat_ablation_preds,scene_events,feat_ablation_events
bus,../audioData/sythenticSoundscenes/test/bus10_downshift_6.wav,"['tubestation', 'park', 'office', 'tube', 'bus', 'bus', 'bus', 'bus', 'park', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus']","['Speech', 'Telephone bell ringing', 'Music', 'Telephone', 'Alarm clock']","[['Speech', 'Telephone bell ringing', 'Music', 'Telephone'], ['Speech', 'Telephone bell ringing', 'Music', 'Telephone', 'Ringtone'], ['Speech', 'Music', 'Telephone bell ringing', 'Telephone'], ['Speech', 'Music', 'Telephone bell ringing']]"
bus,../audioData/sythenticSoundscenes/test/bus10_downshift_5.wav,"['tubestation', 'park', 'office', 'tube', 'tube', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus']",['Speech'],"[['Speech'], ['Speech'], ['Speech'], ['Speech']]"
bus,../audioData/sythenticSoundscenes/test/bus1_downshift_7.wav,"['tubestation', 'busystreet', 'office', 'bus', 'bus', 'tube', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus']","['Music', 'Chicken, rooster', 'Cough', 'Speech']","[['Music', 'Speech'], ['Music', 'Chicken, rooster'], ['Music', 'Cough'], ['Music', 'Cough']]"
bus,../audioData/sythenticSoundscenes/test/bus3_upshift_1.wav,"['tubestation', 'tube', 'tube', 'tube', 'tube', 'tube', 'tube', 'bus', 'bus', 'tube', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus']","['Speech', 'Music', 'Cough']","[['Speech', 'Music', 'Cough'], ['Speech', 'Police car (siren)', 'Siren', 'Car alarm', 'Emergency vehicle', 'Music', 'Ambulance (siren)'], ['Speech', 'Music', 'Police car (siren)', 'Siren', 'Ambulance (siren)', 'Emergency vehicle', 'Cough', 'Car alarm', 'Child speech, kid speaking'], ['Speech', 'Music', 'Cough']]"
bus,../audioData/sythenticSoundscenes/test/bus3_upshift_9.wav,"['tubestation', 'tubestation', 'tube', 'tube', 'tube', 'tube', 'tube', 'bus', 'tube', 'tube', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus']","['Speech', 'Car alarm']","[['Speech', 'Car alarm', 'Child speech, kid speaking'], ['Car alarm', 'Speech', 'Police car (siren)', 'Siren', 'Emergency vehicle', 'Ambulance (siren)'], ['Speech', 'Car alarm', 'Police car (siren)', 'Siren', 'Ambulance (siren)', 'Emergency vehicle', 'Music'], ['Speech', 'Car alarm']]"
bus,../audioData/sythenticSoundscenes/test/bus8_downshift_8.wav,"['tubestation', 'park', 'office', 'bus', 'bus', 'tube', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus']","['Speech', 'Music', 'Cough']","[['Speech', 'Music', 'Cough'], ['Speech', 'Music', 'Cough'], ['Speech', 'Music', 'Cough'], ['Speech', 'Music', 'Cough']]"
bus,../audioData/sythenticSoundscenes/test/bus10_downshift_3.wav,"['tubestation', 'park', 'office', 'tube', 'bus', 'bus', 'bus', 'bus', 'park', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus']","['Speech', 'Telephone bell ringing', 'Telephone']","[['Speech', 'Telephone bell ringing', 'Telephone'], ['Telephone bell ringing', 'Speech', 'Telephone'], ['Speech', 'Telephone bell ringing', 'Telephone'], ['Speech', 'Telephone bell ringing', 'Telephone']]"
bus,../audioData/sythenticSoundscenes/test/bus9_downshift_7.wav,"['tubestation', 'tubestation', 'busystreet', 'busystreet', 'tube', 'bus', 'bus', 'bus', 'park', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus']","['Telephone bell ringing', 'Speech', 'Telephone']","[['Telephone bell ringing', 'Speech', 'Telephone'], ['Telephone bell ringing', 'Speech'], ['Speech', 'Telephone bell ringing'], ['Telephone bell ringing', 'Speech']]"
bus,../audioData/sythenticSoundscenes/test/bus3_downshift_1.wav,"['tubestation', 'tube', 'tube', 'tube', 'bus', 'tube', 'tube', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus']","['Speech', 'Music', 'Cough', 'Throat clearing']","[['Speech', 'Cough', 'Music', 'Throat clearing'], ['Speech', 'Music', 'Cough'], ['Speech', 'Music', 'Cough'], ['Speech', 'Music', 'Cough', 'Throat clearing']]"
bus,../audioData/sythenticSoundscenes/test/bus7_4.wav,"['tubestation', 'bus', 'office', 'bus', 'bus', 'bus', 'tube', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus']","['Speech', 'Telephone bell ringing', 'Telephone']","[['Speech', 'Telephone bell ringing', 'Telephone'], ['Speech', 'Telephone bell ringing', 'Telephone'], ['Speech', 'Telephone bell ringing', 'Telephone'], ['Speech', 'Telephone bell ringing', 'Telephone']]"
bus,../audioData/sythenticSoundscenes/test/bus3_upshift_2.wav,"['tubestation', 'bus', 'tube', 'tube', 'tube', 'tube', 'tube', 'bus', 'tube', 'tube', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus']","['Speech', 'Car alarm', 'Emergency vehicle']","[['Speech', 'Car alarm', 'Emergency vehicle'], ['Car alarm', 'Police car (siren)', 'Siren', 'Emergency vehicle', 'Speech', 'Ambulance (siren)'], ['Car alarm', 'Speech', 'Emergency vehicle', 'Siren', 'Ambulance (siren)', 'Police car (siren)'], ['Car alarm', 'Speech']]"
bus,../audioData/sythenticSoundscenes/test/bus7_downshift_9.wav,"['tubestation', 'park', 'office', 'bus', 'bus', 'tube', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus']","['Speech', 'Telephone bell ringing']","[['Speech', 'Telephone bell ringing', 'Telephone'], ['Speech', 'Telephone bell ringing'], ['Speech'], ['Speech', 'Telephone bell ringing']]"
bus,../audioData/sythenticSoundscenes/test/bus4_upshift_2.wav,"['tubestation', 'bus', 'bus', 'office', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus']","['Speech', 'Music']","[['Speech', 'Music'], ['Speech', 'Music'], ['Speech', 'Music'], ['Speech', 'Music']]"
bus,../audioData/sythenticSoundscenes/test/bus10_3.wav,"['tubestation', 'tube', 'busystreet', 'park', 'tube', 'tube', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus']","['Speech', 'Telephone bell ringing', 'Telephone']","[['Speech', 'Telephone bell ringing', 'Telephone'], ['Speech', 'Telephone bell ringing', 'Telephone'], ['Speech', 'Telephone bell ringing', 'Telephone', 'Vehicle'], ['Speech', 'Telephone bell ringing', 'Telephone']]"
bus,../audioData/sythenticSoundscenes/test/bus2_upshift_1.wav,"['tubestation', 'bus', 'bus', 'busystreet', 'busystreet', 'bus', 'tube', 'tube', 'tube', 'supermarket', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus']","['Speech', 'Music']","[['Speech'], ['Speech', 'Fly, housefly', 'Insect', 'Mosquito'], ['Speech'], ['Speech', 'Music']]"
bus,../audioData/sythenticSoundscenes/test/bus5_upshift_4.wav,"['tubestation', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus']","['Speech', 'Telephone bell ringing', 'Music', 'Ringtone']","[['Speech', 'Telephone bell ringing', 'Music', 'Ringtone'], ['Speech', 'Telephone bell ringing', 'Music', 'Ringtone'], ['Speech', 'Telephone bell ringing', 'Music'], ['Speech', 'Telephone bell ringing', 'Music']]"
bus,../audioData/sythenticSoundscenes/test/bus2_downshift_9.wav,"['tubestation', 'busystreet', 'office', 'bus', 'bus', 'tube', 'bus', 'bus', 'tube', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus']","['Speech', 'Cough']","[['Speech', 'Cough'], ['Speech', 'Telephone bell ringing'], ['Speech', 'Cough'], ['Speech', 'Cough', 'Telephone bell ringing']]"
bus,../audioData/sythenticSoundscenes/test/bus3_upshift_0.wav,"['tubestation', 'bus', 'bus', 'bus', 'bus', 'bus', 'tube', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus']","['Speech', 'Car alarm', 'Music', 'Police car (siren)']","[['Speech'], ['Police car (siren)', 'Car alarm', 'Speech', 'Siren', 'Emergency vehicle', 'Ambulance (siren)'], ['Car alarm', 'Police car (siren)', 'Speech', 'Ambulance (siren)', 'Siren', 'Emergency vehicle', 'Music'], ['Speech', 'Music', 'Car alarm']]"
bus,../audioData/sythenticSoundscenes/test/bus5_upshift_2.wav,"['restaurant', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus']","['Speech', 'Telephone bell ringing', 'Music', 'Ringtone', 'Telephone']","[['Speech', 'Telephone bell ringing', 'Music', 'Telephone'], ['Speech', 'Telephone bell ringing', 'Music', 'Ringtone', 'Telephone'], ['Speech', 'Telephone bell ringing', 'Music'], ['Speech', 'Telephone bell ringing', 'Music']]"
bus,../audioData/sythenticSoundscenes/test/bus6_downshift_4.wav,"['tubestation', 'bus', 'park', 'bus', 'bus', 'bus', 'tube', 'tube', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus', 'bus']",['Speech'],"[['Speech', 'Inside, small room'], ['Speech'], ['Speech'], ['Speech']]"
busystreet,../audioData/sythenticSoundscenes/test/busystreet1_upshift_7.wav,"['tubestation', 'busystreet', 'busystreet', 'busystreet', 'busystreet', 'quietstreet', 'quietstreet', 'quietstreet', 'quietstreet', 'quietstreet', 'quietstreet', 'busystreet', 'busystreet', 'busystreet', 'busystreet', 'busystreet']",['Speech'],"[['Speech'], ['Speech'], ['Speech', 'Music'], ['Speech', 'Music'], ['Speech', 'Music'], ['Speech'], ['Speech']]"
busystreet,../audioData/sythenticSoundscenes/test/busystreet10_downshift_2.wav,"['tubestation', 'busystreet', 'tube', 'quietstreet', 'tube', 'park', 'quietstreet', 'quietstreet', 'quietstreet', 'busystreet', 'busystreet', 'busystreet', 'busystreet', 'busystreet', 'busystreet', 'busystreet']","['Speech', 'Scissors']","[['Scissors', 'Speech'], ['Speech', 'Scissors'], ['Speech', 'Scissors'], ['Speech', 'Scissors'], ['Speech', 'Scissors'], ['Speech', 'Scissors'], ['Scissors', 'Speech']]"
busystreet,../audioData/sythenticSoundscenes/test/busystreet4_upshift_0.wav,"['tubestation', 'busystreet', 'busystreet', 'busystreet', 'busystreet', 'busystreet', 'quietstreet', 'quietstreet', 'quietstreet', 'quietstreet', 'quietstreet', 'park', 'busystreet', 'busystreet', 'busystreet', 'busystreet']","['Vehicle', 'Car']","[['Vehicle'], ['Vehicle', 'Car'], ['Vehicle', 'Car', 'Engine starting'], ['Vehicle', 'Car'], ['Vehicle'], ['Vehicle', 'Car'], ['Vehicle']]"
busystreet,../audioData/sythenticSoundscenes/test/busystreet4_5.wav,"['tubestation', 'tubestation', 'tubestation', 'busystreet', 'quietstreet', 'park', 'quietstreet', 'quietstreet', 'quietstreet', 'park', 'park', 'park', 'busystreet', 'busystreet', 'busystreet', 'busystreet']","['Vehicle', 'Speech', 'Air brake']","[['Vehicle', 'Speech', 'Air brake'], ['Vehicle', 'Air brake', 'Speech', 'Truck'], ['Vehicle', 'Air brake', 'Speech', 'Truck'], ['Speech', 'Vehicle'], ['Speech', 'Vehicle'], ['Speech', 'Vehicle'], ['Speech', 'Vehicle']]"
busystreet,../audioData/sythenticSoundscenes/test/busystreet3_upshift_4.wav,"['tubestation', 'busystreet', 'busystreet', 'busystreet', 'busystreet', 'park', 'tube', 'park', 'quietstreet', 'quietstreet', 'quietstreet', 'busystreet', 'busystreet', 'busystreet', 'busystreet', 'busystreet']",['Speech'],"[['Speech'], ['Speech'], ['Speech'], ['Speech'], ['Speech'], ['Speech'], ['Speech']]"
busystreet,../audioData/sythenticSoundscenes/test/busystreet2_downshift_1.wav,"['tubestation', 'busystreet', 'busystreet', 'busystreet', 'quietstreet', 'park', 'quietstreet', 'quietstreet', 'park', 'busystreet', 'busystreet', 'busystreet', 'busystreet', 'busystreet', 'busystreet', 'busystreet']","['Chicken, rooster', 'Speech', 'Fowl', 'Cluck']","[['Speech', 'Chicken, rooster'], ['Speech', 'Chicken, rooster'], ['Speech', 'Chicken, rooster', 'Fowl', 'Cluck'], ['Speech', 'Chicken, rooster', 'Fowl', 'Cluck'], ['Speech', 'Chicken, rooster', 'Fowl', 'Cluck'], ['Chicken, rooster', 'Speech', 'Fowl', 'Cluck'], ['Speech', 'Chicken, rooster', 'Fowl']]"
busystreet,../audioData/sythenticSoundscenes/test/busystreet1_upshift_2.wav,"['tubestation', 'park', 'park', 'busystreet', 'busystreet', 'park', 'tube', 'park', 'quietstreet', 'quietstreet', 'quietstreet', 'busystreet', 'busystreet', 'busystreet', 'busystreet', 'busystreet']",['Speech'],"[['Speech'], ['Speech'], ['Speech'], ['Speech'], ['Speech'], ['Speech'], ['Speech']]"
busystreet,../audioData/sythenticSoundscenes/test/busystreet9_9.wav,"['tubestation', 'park', 'busystreet', 'park', 'quietstreet', 'park', 'quietstreet', 'quietstreet', 'quietstreet', 'quietstreet', 'busystreet', 'busystreet', 'busystreet', 'busystreet', 'busystreet', 'busystreet']",['Speech'],"[['Speech', 'Vehicle'], ['Speech', 'Vehicle'], ['Speech', 'Vehicle'], ['Speech'], ['Speech'], ['Speech', 'Vehicle'], ['Speech']]"
busystreet,../audioData/sythenticSoundscenes/test/busystreet1_downshift_4.wav,"['tubestation', 'busystreet', 'tube', 'busystreet', 'quietstreet', 'park', 'quietstreet', 'quietstreet', 'quietstreet', 'busystreet', 'busystreet', 'busystreet', 'busystreet', 'busystreet', 'busystreet', 'busystreet']","['Speech', 'Chicken, rooster']","[['Speech'], ['Speech'], ['Speech'], ['Speech'], ['Speech'], ['Speech'], ['Speech', 'Chicken, rooster']]"
busystreet,../audioData/sythenticSoundscenes/test/busystreet7_6.wav,"['tubestation', 'busystreet', 'busystreet', 'busystreet', 'quietstreet', 'park', 'quietstreet', 'quietstreet', 'quietstreet', 'busystreet', 'busystreet', 'busystreet', 'busystreet', 'busystreet', 'busystreet', 'busystreet']","['Speech', 'Vehicle']","[['Speech'], ['Speech', 'Vehicle'], ['Speech', 'Vehicle'], ['Speech'], ['Speech'], ['Speech'], ['Speech', 'Vehicle']]"
busystreet,../audioData/sythenticSoundscenes/test/busystreet10_downshift_6.wav,"['tubestation', 'busystreet', 'tube', 'tube', 'tube', 'park', 'quietstreet', 'quietstreet', 'quietstreet', 'busystreet', 'busystreet', 'busystreet', 'busystreet', 'busystreet', 'busystreet', 'busystreet']",['Speech'],"[['Speech'], ['Speech'], ['Speech'], ['Speech'], ['Speech'], ['Speech'], ['Speech']]"
busystreet,../audioData/sythenticSoundscenes/test/busystreet10_downshift_5.wav,"['tubestation', 'park', 'quietstreet', 'park', 'park', 'park', 'quietstreet', 'quietstreet', 'quietstreet', 'busystreet', 'busystreet', 'busystreet', 'busystreet', 'busystreet', 'busystreet', 'busystreet']",[],"[[], [], [], [], [], [], []]"
busystreet,../audioData/sythenticSoundscenes/test/busystreet1_downshift_7.wav,"['tubestation', 'busystreet', 'tube', 'busystreet', 'quietstreet', 'park', 'quietstreet', 'quietstreet', 'quietstreet', 'busystreet', 'busystreet', 'busystreet', 'busystreet', 'busystreet', 'busystreet', 'busystreet']","['Speech', 'Cricket']","[['Speech'], ['Speech'], ['Speech', 'Cricket'], ['Speech', 'Cricket'], ['Speech', 'Cricket'], ['Speech'], ['Speech', 'Cricket']]"
busystreet,../audioData/sythenticSoundscenes/test/busystreet3_upshift_1.wav,"['tubestation', 'busystreet', 'busystreet', 'busystreet', 'quietstreet', 'park', 'park', 'park', 'quietstreet', 'quietstreet', 'quietstreet', 'busystreet', 'busystreet', 'busystreet', 'busystreet', 'busystreet']",['Speech'],"[['Speech'], ['Speech'], ['Speech'], ['Speech'], ['Speech'], ['Speech'], ['Speech']]"
busystreet,../audioData/sythenticSoundscenes/test/busystreet3_upshift_9.wav,"['tubestation', 'busystreet', 'busystreet', 'busystreet', 'busystreet', 'park', 'tube', 'tube', 'quietstreet', 'quietstreet', 'quietstreet', 'busystreet', 'busystreet', 'busystreet', 'busystreet', 'busystreet']",['Speech'],"[['Speech'], ['Speech'], ['Speech'], ['Speech'], ['Speech'], ['Speech'], ['Speech']]"
busystreet,../audioData/sythenticSoundscenes/test/busystreet8_downshift_8.wav,"['tubestation', 'busystreet', 'busystreet', 'park', 'park', 'park', 'quietstreet', 'quietstreet', 'quietstreet', 'busystreet', 'busystreet', 'busystreet', 'busystreet', 'busystreet', 'busystreet', 'busystreet']",['Speech'],"[['Speech'], ['Speech'], ['Speech'], ['Speech'], ['Speech'], ['Speech'], ['Speech']]"
busystreet,../audioData/sythenticSoundscenes/test/busystreet10_downshift_3.wav,"['tubestation', 'busystreet', 'tube', 'park', 'tube', 'park', 'quietstreet', 'quietstreet', 'quietstreet', 'busystreet', 'busystreet', 'busystreet', 'busystreet', 'busystreet', 'busystreet', 'busystreet']","['Speech', 'Chicken, rooster', 'Fowl']","[['Speech'], ['Speech', 'Train'], ['Speech', 'Chicken, rooster', 'Fowl'], ['Speech', 'Chicken, rooster'], ['Speech', 'Chicken, rooster'], ['Speech', 'Chicken, rooster'], ['Speech', 'Chicken, rooster']]"
busystreet,../audioData/sythenticSoundscenes/test/busystreet9_downshift_7.wav,"['tubestation', 'park', 'tube', 'quietstreet', 'park', 'park', 'quietstreet', 'quietstreet', 'quietstreet', 'busystreet', 'busystreet', 'busystreet', 'busystreet', 'busystreet', 'busystreet', 'busystreet']","['Chicken, rooster', 'Bird', 'Speech', 'Cluck']","[['Chicken, rooster'], ['Chicken, rooster', 'Bird'], ['Chicken, rooster', 'Cluck', 'Bird', 'Fowl', 'Speech'], ['Chicken, rooster', 'Cluck', 'Fowl', 'Bird', 'Speech'], ['Chicken, rooster', 'Cluck', 'Fowl', 'Bird', 'Speech'], ['Chicken, rooster', 'Speech', 'Bird'], ['Bird', 'Chicken, rooster', 'Speech']]"
busystreet,../audioData/sythenticSoundscenes/test/busystreet3_downshift_1.wav,"['tubestation', 'busystreet', 'quietstreet', 'park', 'tube', 'park', 'quietstreet', 'quietstreet', 'quietstreet', 'busystreet', 'busystreet', 'busystreet', 'busystreet', 'busystreet', 'busystreet', 'busystreet']",['Speech'],"[['Speech'], ['Speech'], ['Speech', 'Vehicle'], ['Speech', 'Bird', 'Pigeon, dove', 'Coo'], ['Speech', 'Bird'], ['Speech'], ['Speech', 'Bird']]"
busystreet,../audioData/sythenticSoundscenes/test/busystreet7_4.wav,"['tubestation', 'busystreet', 'busystreet', 'busystreet', 'quietstreet', 'park', 'quietstreet', 'quietstreet', 'quietstreet', 'busystreet', 'busystreet', 'busystreet', 'busystreet', 'busystreet', 'busystreet', 'busystreet']",['Speech'],"[['Speech'], ['Speech'], ['Speech'], ['Speech', 'Music'], ['Speech', 'Smoke detector, smoke alarm'], ['Speech', 'Smoke detector, smoke alarm'], ['Speech', 'Smoke detector, smoke alarm']]"
busystreet,../audioData/sythenticSoundscenes/test/busystreet3_upshift_2.wav,"['tubestation', 'busystreet', 'busystreet', 'busystreet', 'busystreet', 'park', 'tube', 'park', 'quietstreet', 'quietstreet', 'quietstreet', 'busystreet', 'busystreet', 'busystreet', 'busystreet', 'busystreet']",['Speech'],"[['Speech'], ['Speech'], ['Speech'], ['Speech'], ['Speech'], ['Speech'], ['Speech']]"
busystreet,../audioData/sythenticSoundscenes/test/busystreet7_downshift_9.wav,"['tubestation', 'busystreet', 'busystreet', 'park', 'park', 'park', 'quietstreet', 'quietstreet', 'quietstreet', 'busystreet', 'busystreet', 'busystreet', 'busystreet', 'busystreet', 'busystreet', 'busystreet']","['Bird', 'Chicken, rooster']","[[], [], ['Bird'], ['Bird', 'Chicken, rooster'], ['Bird'], ['Bird flight, flapping wings', 'Bird'], ['Bird flight, flapping wings', 'Bird']]"
busystreet,../audioData/sythenticSoundscenes/test/busystreet4_upshift_2.wav,"['tubestation', 'busystreet', 'busystreet', 'busystreet', 'busystreet', 'busystreet', 'quietstreet', 'quietstreet', 'quietstreet', 'quietstreet', 'quietstreet', 'park', 'quietstreet', 'busystreet', 'busystreet', 'busystreet']",['Speech'],"[['Speech'], ['Speech', 'Vehicle'], ['Speech', 'Vehicle'], ['Vehicle', 'Speech'], ['Speech'], ['Bird flight, flapping wings', 'Speech'], ['Speech']]"
busystreet,../audioData/sythenticSoundscenes/test/busystreet10_3.wav,"['tubestation', 'busystreet', 'busystreet', 'busystreet', 'quietstreet', 'quietstreet', 'quietstreet', 'quietstreet', 'quietstreet', 'busystreet', 'busystreet', 'busystreet', 'busystreet', 'busystreet', 'busystreet', 'busystreet']","['Speech', 'Vehicle']","[['Speech', 'Vehicle'], ['Speech', 'Vehicle'], ['Speech', 'Vehicle'], ['Speech', 'Vehicle'], ['Speech', 'Music', 'Vehicle'], ['Speech', 'Vehicle'], ['Speech', 'Vehicle']]"
busystreet,../audioData/sythenticSoundscenes/test/busystreet2_upshift_1.wav,"['tubestation', 'busystreet', 'busystreet', 'busystreet', 'busystreet', 'busystreet', 'tube', 'quietstreet', 'quietstreet', 'quietstreet', 'quietstreet', 'park', 'busystreet', 'busystreet', 'busystreet', 'busystreet']",['Speech'],"[['Speech'], ['Speech'], ['Speech'], ['Speech'], ['Speech'], ['Speech'], ['Speech']]"
busystreet,../audioData/sythenticSoundscenes/test/busystreet5_upshift_4.wav,"['tubestation', 'busystreet', 'busystreet', 'busystreet', 'busystreet', 'park', 'tube', 'tube', 'quietstreet', 'quietstreet', 'quietstreet', 'busystreet', 'busystreet', 'busystreet', 'busystreet', 'busystreet']",['Speech'],"[['Speech'], ['Speech'], ['Speech'], ['Speech'], ['Speech'], ['Speech'], ['Speech']]"
busystreet,../audioData/sythenticSoundscenes/test/busystreet2_downshift_9.wav,"['tubestation', 'park', 'tube', 'park', 'park', 'park', 'quietstreet', 'quietstreet', 'park', 'park', 'busystreet', 'busystreet', 'busystreet', 'busystreet', 'busystreet', 'busystreet']","['Chicken, rooster', 'Speech', 'Fowl', 'Cluck']","[['Speech'], ['Speech'], ['Chicken, rooster', 'Speech', 'Fowl'], ['Chicken, rooster', 'Speech', 'Fowl', 'Cluck'], ['Chicken, rooster', 'Speech', 'Fowl', 'Cluck'], ['Chicken, rooster', 'Speech', 'Fowl', 'Cluck'], ['Chicken, rooster', 'Speech']]"
busystreet,../audioData/sythenticSoundscenes/test/busystreet3_upshift_0.wav,"['tubestation', 'busystreet', 'busystreet', 'busystreet', 'busystreet', 'park', 'tube', 'park', 'quietstreet', 'quietstreet', 'quietstreet', 'busystreet', 'busystreet', 'busystreet', 'busystreet', 'busystreet']",['Speech'],"[['Speech'], ['Speech'], ['Speech'], ['Speech'], [], ['Speech'], ['Speech']]"
busystreet,../audioData/sythenticSoundscenes/test/busystreet5_upshift_2.wav,"['tubestation', 'busystreet', 'busystreet', 'busystreet', 'quietstreet', 'park', 'tube', 'park', 'quietstreet', 'quietstreet', 'quietstreet', 'busystreet', 'busystreet', 'busystreet', 'busystreet', 'busystreet']",[],"[['Speech'], ['Speech'], ['Speech'], ['Speech'], [], [], []]"
busystreet,../audioData/sythenticSoundscenes/test/busystreet6_downshift_4.wav,"['tubestation', 'busystreet', 'tube', 'tube', 'quietstreet', 'park', 'quietstreet', 'quietstreet', 'quietstreet', 'busystreet', 'busystreet', 'busystreet', 'busystreet', 'busystreet', 'busystreet', 'busystreet']","['Speech', 'Sliding door', 'Door', 'Cupboard open or close']","[['Speech'], ['Speech'], ['Speech', 'Sliding door', 'Door'], ['Speech'], ['Speech', 'Door'], ['Speech', 'Sliding door', 'Door'], ['Speech', 'Cupboard open or close', 'Door', 'Sliding door']]"
