files,labels,preds,ablated_scene_preds,audio_tags_org,audio_tags_ablated
audio/airport-barcelona-203-6132-a.wav,airport,airport,"['shopping_mall', 'park', 'park', 'park', 'park', 'metro_station', 'metro_station', 'metro_station', 'metro_station', 'metro_station', 'metro_station', 'metro_station', 'metro_station', 'metro_station', 'metro_station', 'airport']","['Speech', 'Hubbub, speech noise, speech babble', 'Outside, urban or manmade', 'Vehicle', 'Run', 'Music']","[['Speech', 'Run', 'Clip-clop', 'Animal', 'Outside, urban or manmade', 'Horse'], ['Speech', 'Clip-clop', 'Horse', 'Animal', 'Run', 'Outside, urban or manmade', 'Vehicle'], ['Speech', 'Clip-clop', 'Animal', 'Horse', 'Run', 'Outside, urban or manmade', 'Vehicle'], ['Speech', 'Clip-clop', 'Horse', 'Animal', 'Run', 'Outside, urban or manmade', 'Vehicle'], ['Speech', 'Clip-clop', 'Horse', 'Run', 'Animal', 'Outside, urban or manmade', 'Vehicle'], ['Speech', 'Clip-clop', 'Horse', 'Animal', 'Run', 'Vehicle', 'Outside, urban or manmade'], ['Speech', 'Clip-clop', 'Animal', 'Horse', 'Vehicle'], ['Speech', 'Clip-clop', 'Horse', 'Animal', 'Outside, urban or manmade', 'Run', 'Vehicle'], ['Speech', 'Clip-clop', 'Animal', 'Horse', 'Outside, urban or manmade', 'Run'], ['Speech', 'Clip-clop', 'Horse', 'Animal', 'Run', 'Outside, urban or manmade'], ['Speech', 'Clip-clop', 'Horse', 'Animal', 'Run', 'Outside, urban or manmade'], ['Speech', 'Clip-clop', 'Horse', 'Animal', 'Run', 'Outside, urban or manmade'], ['Speech', 'Clip-clop', 'Animal', 'Horse', 'Run', 'Outside, urban or manmade'], ['Speech', 'Clip-clop', 'Animal', 'Horse', 'Outside, urban or manmade', 'Run', 'Vehicle'], ['Speech', 'Clip-clop', 'Horse', 'Animal', 'Run', 'Outside, urban or manmade']]"
audio/airport-barcelona-203-6133-a.wav,airport,airport,"['shopping_mall', 'park', 'park', 'park', 'airport', 'metro_station', 'metro_station', 'metro_station', 'metro_station', 'metro_station', 'metro_station', 'metro_station', 'metro_station', 'metro_station', 'metro_station', 'airport']","['Speech', 'Vehicle', 'Hubbub, speech noise, speech babble', 'Outside, urban or manmade']","[['Speech', 'Animal', 'Clip-clop', 'Horse', 'Outside, urban or manmade', 'Run', 'Bird'], ['Speech', 'Animal', 'Clip-clop', 'Horse'], ['Speech', 'Animal', 'Clip-clop', 'Horse'], ['Speech', 'Animal', 'Clip-clop'], ['Speech', 'Animal', 'Clip-clop', 'Run', 'Horse', 'Outside, urban or manmade'], ['Speech', 'Animal', 'Clip-clop', 'Horse', 'Outside, urban or manmade'], ['Speech', 'Animal', 'Clip-clop', 'Vehicle'], ['Speech', 'Animal', 'Clip-clop', 'Horse'], ['Speech', 'Animal', 'Clip-clop', 'Horse', 'Outside, urban or manmade', 'Run'], ['Speech', 'Animal', 'Clip-clop', 'Horse', 'Outside, urban or manmade', 'Run'], ['Speech', 'Animal', 'Clip-clop', 'Horse', 'Outside, urban or manmade'], ['Speech', 'Animal', 'Clip-clop', 'Horse'], ['Speech', 'Animal', 'Clip-clop', 'Horse'], ['Speech', 'Animal', 'Clip-clop', 'Horse'], ['Speech', 'Animal', 'Clip-clop', 'Horse']]"
audio/airport-barcelona-203-6134-a.wav,airport,airport,"['shopping_mall', 'park', 'park', 'park', 'park', 'park', 'park', 'metro_station', 'metro_station', 'metro_station', 'metro_station', 'metro_station', 'metro_station', 'metro_station', 'metro_station', 'airport']","['Speech', 'Vehicle', 'Animal']","[['Speech', 'Clip-clop', 'Animal', 'Horse'], ['Speech', 'Clip-clop', 'Horse', 'Animal', 'Neigh, whinny'], ['Speech', 'Animal', 'Clip-clop', 'Horse', 'Vehicle'], ['Speech', 'Clip-clop', 'Animal', 'Horse'], ['Speech', 'Clip-clop', 'Horse', 'Animal', 'Neigh, whinny'], ['Speech', 'Clip-clop', 'Horse', 'Animal', 'Vehicle', 'Neigh, whinny'], ['Speech', 'Clip-clop', 'Horse', 'Animal', 'Neigh, whinny'], ['Speech', 'Clip-clop', 'Animal', 'Horse', 'Neigh, whinny'], ['Speech', 'Clip-clop', 'Animal', 'Horse'], ['Speech', 'Animal', 'Clip-clop', 'Horse'], ['Speech', 'Clip-clop', 'Animal', 'Horse'], ['Speech', 'Clip-clop', 'Horse', 'Animal', 'Neigh, whinny'], ['Speech', 'Clip-clop', 'Horse', 'Animal'], ['Speech', 'Animal', 'Clip-clop', 'Horse'], ['Speech', 'Clip-clop', 'Animal', 'Horse']]"
audio/airport-barcelona-203-6135-a.wav,airport,airport,"['shopping_mall', 'park', 'park', 'park', 'park', 'metro_station', 'metro_station', 'metro_station', 'metro_station', 'metro_station', 'metro_station', 'metro_station', 'metro_station', 'metro_station', 'metro_station', 'airport']","['Speech', 'Vehicle', 'Clip-clop', 'Outside, urban or manmade', 'Run', 'Horse', 'Animal', 'Hubbub, speech noise, speech babble']","[['Speech', 'Animal', 'Clip-clop', 'Horse'], ['Speech', 'Clip-clop', 'Animal', 'Horse', 'Run'], ['Speech', 'Animal', 'Clip-clop', 'Horse'], ['Speech', 'Animal', 'Clip-clop', 'Horse'], ['Speech', 'Clip-clop', 'Animal', 'Horse', 'Run', 'Outside, urban or manmade'], ['Speech', 'Animal', 'Clip-clop', 'Horse', 'Vehicle', 'Outside, urban or manmade'], ['Speech', 'Animal', 'Clip-clop', 'Horse', 'Vehicle'], ['Speech', 'Animal', 'Clip-clop', 'Horse', 'Outside, urban or manmade', 'Vehicle'], ['Speech', 'Animal', 'Clip-clop', 'Horse'], ['Speech', 'Animal', 'Clip-clop', 'Horse'], ['Speech', 'Animal', 'Clip-clop', 'Horse'], ['Speech', 'Animal', 'Clip-clop', 'Horse'], ['Speech', 'Animal', 'Clip-clop', 'Horse'], ['Speech', 'Animal', 'Clip-clop', 'Horse'], ['Speech', 'Animal', 'Clip-clop', 'Horse']]"
audio/airport-barcelona-203-6136-a.wav,airport,airport,"['street_pedestrian', 'park', 'park', 'park', 'park', 'metro_station', 'metro_station', 'metro_station', 'metro_station', 'metro_station', 'metro_station', 'metro_station', 'metro_station', 'metro_station', 'metro_station', 'airport']","['Speech', 'Vehicle', 'Hubbub, speech noise, speech babble', 'Outside, urban or manmade']","[['Speech', 'Animal', 'Clip-clop', 'Horse', 'Bird'], ['Speech', 'Animal', 'Clip-clop', 'Horse', 'Vehicle'], ['Speech', 'Animal', 'Duck', 'Quack', 'Clip-clop', 'Horse', 'Vehicle'], ['Speech', 'Animal', 'Clip-clop', 'Horse', 'Duck', 'Vehicle'], ['Speech', 'Clip-clop', 'Animal', 'Horse', 'Vehicle'], ['Speech', 'Animal', 'Clip-clop', 'Horse', 'Vehicle'], ['Speech', 'Animal', 'Clip-clop', 'Horse', 'Vehicle'], ['Speech', 'Animal', 'Clip-clop', 'Horse', 'Vehicle'], ['Speech', 'Animal', 'Clip-clop', 'Horse'], ['Speech', 'Animal', 'Clip-clop', 'Horse'], ['Speech', 'Animal', 'Clip-clop', 'Horse'], ['Speech', 'Animal', 'Clip-clop', 'Horse'], ['Speech', 'Animal', 'Clip-clop', 'Horse'], ['Speech', 'Animal', 'Clip-clop', 'Horse'], ['Speech', 'Animal', 'Clip-clop', 'Horse']]"
audio/airport-barcelona-203-6137-a.wav,airport,airport,"['shopping_mall', 'park', 'park', 'park', 'park', 'park', 'park', 'metro_station', 'metro_station', 'metro_station', 'metro_station', 'metro_station', 'metro_station', 'metro_station', 'airport', 'airport']","['Speech', 'Vehicle', 'Hubbub, speech noise, speech babble', 'Outside, urban or manmade']","[['Speech', 'Clip-clop', 'Horse', 'Animal', 'Outside, urban or manmade', 'Run'], ['Speech', 'Clip-clop', 'Animal', 'Horse'], ['Speech', 'Animal', 'Clip-clop', 'Horse', 'Outside, urban or manmade', 'Vehicle'], ['Speech', 'Clip-clop', 'Animal', 'Horse', 'Outside, urban or manmade'], ['Speech', 'Clip-clop', 'Horse', 'Animal', 'Outside, urban or manmade', 'Run'], ['Speech', 'Clip-clop', 'Horse', 'Animal', 'Outside, urban or manmade', 'Vehicle'], ['Speech', 'Clip-clop', 'Animal', 'Horse'], ['Speech', 'Clip-clop', 'Horse', 'Animal', 'Outside, urban or manmade'], ['Speech', 'Clip-clop', 'Horse', 'Animal', 'Outside, urban or manmade', 'Run'], ['Speech', 'Clip-clop', 'Horse', 'Animal', 'Outside, urban or manmade', 'Run'], ['Speech', 'Clip-clop', 'Horse', 'Animal', 'Outside, urban or manmade', 'Run'], ['Speech', 'Clip-clop', 'Horse', 'Animal', 'Outside, urban or manmade'], ['Speech', 'Clip-clop', 'Horse', 'Animal', 'Outside, urban or manmade'], ['Speech', 'Clip-clop', 'Horse', 'Animal'], ['Speech', 'Clip-clop', 'Horse', 'Animal', 'Outside, urban or manmade']]"
audio/airport-helsinki-204-6138-a.wav,airport,airport,"['shopping_mall', 'bus', 'park', 'metro_station', 'metro_station', 'metro_station', 'metro_station', 'metro_station', 'metro_station', 'metro_station', 'metro_station', 'metro_station', 'metro_station', 'metro_station', 'metro_station', 'airport']","['Speech', 'Vehicle']","[['Speech', 'Animal', 'Mouse'], ['Speech', 'Animal', 'Clip-clop', 'Horse'], ['Animal', 'Speech'], ['Speech', 'Animal'], ['Speech', 'Animal'], ['Speech', 'Animal', 'Vehicle'], ['Speech', 'Animal'], ['Speech', 'Animal'], ['Animal', 'Speech', 'Patter'], ['Speech', 'Animal', 'Patter'], ['Speech', 'Animal'], ['Speech', 'Animal', 'Patter'], ['Speech', 'Animal', 'Tick-tock', 'Tick'], ['Speech', 'Animal', 'Tick', 'Tick-tock'], ['Speech', 'Animal']]"
audio/airport-helsinki-204-6139-a.wav,airport,airport,"['metro_station', 'metro_station', 'metro_station', 'metro_station', 'metro_station', 'metro_station', 'metro_station', 'metro_station', 'metro_station', 'metro_station', 'metro_station', 'metro_station', 'metro_station', 'metro_station', 'metro_station', 'airport']","['Speech', 'Vehicle', 'Bow-wow', 'Animal', 'Dog', 'Domestic animals, pets', 'Train', 'Yip']","[['Speech', 'Animal', 'Domestic animals, pets', 'Dog', 'Bow-wow', 'Whimper (dog)', 'Yip', 'Clip-clop', 'Horse'], ['Speech', 'Animal', 'Clip-clop', 'Horse', 'Domestic animals, pets', 'Bow-wow', 'Dog'], ['Speech', 'Animal', 'Domestic animals, pets', 'Dog', 'Vehicle', 'Bow-wow', 'Horse', 'Fowl', 'Clip-clop'], ['Speech', 'Animal', 'Domestic animals, pets', 'Dog', 'Bow-wow'], ['Speech', 'Animal', 'Horse', 'Clip-clop'], ['Speech', 'Animal', 'Domestic animals, pets'], ['Speech', 'Animal', 'Domestic animals, pets', 'Dog'], ['Speech', 'Animal', 'Domestic animals, pets', 'Dog'], ['Speech', 'Animal', 'Domestic animals, pets', 'Horse', 'Clip-clop', 'Tick-tock'], ['Speech', 'Animal', 'Domestic animals, pets', 'Dog', 'Horse', 'Bow-wow', 'Clip-clop'], ['Speech', 'Animal', 'Domestic animals, pets', 'Dog', 'Horse', 'Bow-wow', 'Clip-clop'], ['Speech', 'Animal', 'Domestic animals, pets', 'Tick-tock', 'Dog', 'Tick'], ['Speech', 'Animal', 'Tick-tock', 'Tick', 'Domestic animals, pets', 'Dog'], ['Speech', 'Animal', 'Tick-tock', 'Tick', 'Domestic animals, pets', 'Dog'], ['Speech', 'Animal', 'Domestic animals, pets', 'Dog', 'Bow-wow', 'Whimper (dog)', 'Clip-clop']]"
audio/airport-helsinki-204-6140-a.wav,airport,airport,"['street_pedestrian', 'park', 'park', 'park', 'metro_station', 'metro_station', 'metro_station', 'metro_station', 'metro_station', 'metro_station', 'metro_station', 'metro_station', 'metro_station', 'metro_station', 'metro_station', 'airport']","['Speech', 'Vehicle', 'Car', 'Traffic noise, roadway noise', 'Music', 'Bus']","[['Speech', 'Animal'], ['Speech', 'Vehicle', 'Clip-clop', 'Animal', 'Horse'], ['Speech', 'Vehicle', 'Animal', 'Clip-clop', 'Horse'], ['Speech', 'Vehicle', 'Animal'], ['Speech', 'Vehicle'], ['Speech', 'Vehicle'], ['Speech', 'Vehicle', 'Clip-clop', 'Animal', 'Horse'], ['Speech', 'Vehicle', 'Animal'], ['Speech', 'Vehicle', 'Animal', 'Clip-clop'], ['Speech', 'Animal', 'Clip-clop', 'Vehicle'], ['Speech', 'Animal', 'Clip-clop'], ['Speech', 'Animal'], ['Speech', 'Vehicle'], ['Speech', 'Vehicle'], ['Speech', 'Vehicle', 'Animal']]"
audio/airport-helsinki-204-6141-a.wav,airport,airport,"['shopping_mall', 'bus', 'park', 'metro_station', 'metro_station', 'metro_station', 'metro_station', 'metro_station', 'metro_station', 'metro_station', 'metro_station', 'metro_station', 'metro_station', 'metro_station', 'metro_station', 'airport']","['Speech', 'Vehicle', 'Train', 'Rail transport', 'Railroad car, train wagon']","[['Speech', 'Animal'], ['Speech', 'Clip-clop', 'Animal', 'Horse'], ['Speech', 'Animal', 'Vehicle', 'Clip-clop', 'Horse'], ['Speech', 'Animal', 'Horse', 'Clip-clop', 'Vehicle'], ['Speech', 'Animal', 'Clip-clop', 'Horse', 'Vehicle'], ['Speech', 'Animal', 'Vehicle', 'Clip-clop', 'Horse'], ['Speech', 'Animal', 'Vehicle', 'Clip-clop', 'Horse'], ['Speech', 'Animal', 'Clip-clop', 'Horse'], ['Speech', 'Animal', 'Clip-clop', 'Horse'], ['Speech', 'Animal', 'Horse', 'Clip-clop'], ['Speech', 'Animal', 'Horse', 'Clip-clop'], ['Speech', 'Animal', 'Clip-clop'], ['Speech', 'Animal', 'Clip-clop', 'Horse'], ['Speech', 'Animal'], ['Speech', 'Animal']]"
